mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
128	128	382	382	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1048		articStaccatoAbove						
128	128	383	383	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1049		articStaccatoAbove						
129	129	384	384	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1050				70				
129	129	769/2	769/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1051								
129	129	385	385	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1052				71				
129	129	771/2	771/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1053								
129	129	386	386	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1054				72				
129	129	773/2	773/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1055								
129	129	385	385	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1056		articStaccatoBelow						
129	129	386	386	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1057		articStaccatoBelow						
129	129	385	385	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1058		articStaccatoAbove						
129	129	386	386	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1059		articStaccatoAbove						
130	130	387	387	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1060				73				
130	130	775/2	775/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1061								
130	130	388	388	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1062				74				
130	130	777/2	777/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1063								
130	130	389	389	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1064				75				
130	130	779/2	779/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1065								
130	130	388	388	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1066		articStaccatoBelow						
130	130	389	389	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1067		articStaccatoBelow						
130	130	388	388	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1068		articStaccatoAbove						
130	130	389	389	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1069		articStaccatoAbove						
131	131	390	390	0.0	0	0	StaffText	3/4	1	1	0							<i>stretto</i>					
131	131	390	390	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1070		articAccentAbove		76				
131	131	781/2	781/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1071				76				
131	131	391	391	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1072				76				
131	131	783/2	783/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1073								
131	131	392	392	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1074		articAccentAbove		77				
131	131	785/2	785/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1075				77				
131	131	391	391	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1076								
131	131	391	391	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1077								
132	132	393	393	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1078				77				
132	132	787/2	787/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1079								
132	132	394	394	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1080		articAccentAbove		78				
132	132	789/2	789/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1081				78				
132	132	395	395	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1082				78				
132	132	791/2	791/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1083								
132	132	393	393	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1084								
132	132	395	395	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1085								
132	132	393	393	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1086								
132	132	395	395	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1087								
133	133	396	396	0.0	0	0	StaffText	3/4	1	1	0							<i>piú cresc.</i>					
133	133	396	396	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1088				79				
133	133	793/2	793/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1089								
133	133	397	397	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1090				80				
133	133	795/2	795/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1091								
133	133	398	398	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1092				81				
133	133	797/2	797/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1093								
133	133	793/2	793/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	1094		articAccentBelow						
133	133	795/2	795/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	1095		articAccentBelow						
133	133	797/2	797/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1096		articAccentAbove						
134	134	399	399	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1097				82				
134	134	799/2	799/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1098								
134	134	400	400	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1099				83				
134	134	801/2	801/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1100								
134	134	401	401	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1101				84				
134	134	803/2	803/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1102								
134	134	399	399	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1103								
134	134	799/2	799/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	1104		articAccentAbove						
134	134	801/2	801/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	1105		articAccentBelow						
134	134	803/2	803/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1106		articAccentBelow						
135	135	402	402	0.0	0	0	Dynamic	3/4	1	1	0					f							
135	135	402	402	0.0	0	0	StaffText	3/4	1	1	0							a tempo					
135	135	402	402	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1107								
135	135	805/2	805/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1108								
135	135	1611/4	1611/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1109								
135	135	403	403	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1110		articAccentBelow						
135	135	404	404	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1111		articStaccatoAbove						
135	135	402	402	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1112								
135	135	805/2	805/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1113								
135	135	1611/4	1611/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1114								
135	135	403	403	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1115		articAccentAbove						
135	135	404	404	0.0	1/2	1/2	Spanner	3/4	2	1	0											32	32
135	135	404	404	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1116		articStaccatoAbove					32	32
136	136	405	405	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1117								
136	136	811/2	811/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1118								
136	136	1623/4	1623/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1119								
136	136	406	406	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1120		articAccentBelow						
136	136	407	407	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1121		articStaccatoAbove						
136	136	405	405	0.0	0	0	Spanner	3/4	2	1	0												
136	136	405	405	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1122								
136	136	811/2	811/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1123								
136	136	1623/4	1623/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1124								
136	136	406	406	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1125		articAccentAbove						
136	136	407	407	0.0	1/2	1/2	Spanner	3/4	2	1	0											33	33
136	136	407	407	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1126		articStaccatoAbove					33	33
137	137	408	408	0.0	0	0	Dynamic	3/4	1	1	0					other-dynamics							
137	137	408	408	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1127								
137	137	817/2	817/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1128								
137	137	1635/4	1635/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1129								
137	137	409	409	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1130		articAccentBelow						
137	137	410	410	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1131		articStaccatoAbove						
137	137	408	408	0.0	0	0	Spanner	3/4	2	1	0												
137	137	408	408	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1132								
137	137	817/2	817/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1133								
137	137	1635/4	1635/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1134								
137	137	409	409	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1135		articAccentAbove						
137	137	410	410	0.0	1/2	1/2	Spanner	3/4	2	1	0											34	34
137	137	410	410	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1136		articStaccatoAbove					34	34
138	138	411	411	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1137								
138	138	823/2	823/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1138								
138	138	1647/4	1647/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1139								
138	138	412	412	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1140		articAccentBelow						
138	138	413	413	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1141		articStaccatoAbove						
138	138	411	411	0.0	0	0	Spanner	3/4	2	1	0												
138	138	411	411	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1142								
138	138	823/2	823/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1143								
138	138	1647/4	1647/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1144								
138	138	412	412	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1145		articAccentAbove						
138	138	413	413	0.0	1/2	1/2	Spanner	3/4	2	1	0											35	35
138	138	413	413	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1146		articStaccatoAbove					35	35
139	139	414	414	0.0	0	0	Dynamic	3/4	1	1	0					ff							
139	139	414	414	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	1147								
139	139	414	414	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1148								
139	139	829/2	829/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1149								
139	139	415	415	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1150								
139	139	831/2	831/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1151								
139	139	416	416	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1152								
139	139	833/2	833/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1153								
139	139	414	414	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	1154							35	35
139	139	414	414	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1155							35	35
139	139	829/2	829/2	0.0	1/8	1/8	Spanner	3/4	2	1	0												
139	139	829/2	829/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1156								
139	139	415	415	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1157								
139	139	831/2	831/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1158								
139	139	416	416	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1159								
139	139	833/2	833/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1160								
140	140	417	417	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1161		articAccentAbove						
140	140	418	418	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1162								
140	140	417	417	0.0	0	0	Spanner	3/4	2	1	0											36	36
140	140	417	417	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1163							36	36
140	140	418	418	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1164							36	36
140	140	419	419	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1165							36	36
141	141	420	420	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	1166								
141	141	420	420	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1167								
141	141	841/2	841/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1168								
141	141	421	421	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1169								
141	141	843/2	843/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1170								
141	141	422	422	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1171								
141	141	845/2	845/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1172								
141	141	420	420	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	1173							36	36
141	141	420	420	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1174							36	36
141	141	841/2	841/2	0.0	1/8	1/8	Spanner	3/4	2	1	0												
141	141	841/2	841/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1175								
141	141	421	421	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1176								
141	141	843/2	843/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1177								
141	141	422	422	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1178								
141	141	845/2	845/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1179								
142	142	423	423	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1180		articAccentAbove						
142	142	424	424	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1181								
142	142	423	423	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1182								
142	142	424	424	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1183								
142	142	425	425	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1184								
143	143	426	426	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	1185								
143	143	426	426	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1186								
143	143	853/2	853/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1187								
143	143	427	427	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1188								
143	143	855/2	855/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1189								
143	143	428	428	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1190								
143	143	857/2	857/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1191								
143	143	426	426	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	1192								
143	143	426	426	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1193								
143	143	853/2	853/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1194								
143	143	427	427	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1195								
143	143	855/2	855/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1196								
143	143	428	428	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1197								
143	143	857/2	857/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1198								
144	144	429	429	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1199		articAccentAbove						
144	144	861/2	861/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1200								
144	144	431	431	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1201								
144	144	863/2	863/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1202								
144	144	430	430	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1203								
144	144	429	429	0.0	0	0	Spanner	3/4	2	1	0											37	37
144	144	429	429	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	1204		articAccentAbove					37	37
144	144	861/2	861/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1205							37	37
144	144	431	431	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1206							37	37
144	144	863/2	863/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1207							37	37
144	144	430	430	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1208							37	37
145	145	432	432	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1209		articAccentAbove						
145	145	867/2	867/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1210								
145	145	434	434	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1211								
145	145	869/2	869/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1212								
145	145	433	433	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1213								
145	145	432	432	0.0	0	0	Spanner	3/4	2	1	0												
145	145	432	432	0.0	0	0	Spanner	3/4	2	1	0											38	38
145	145	432	432	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	1214							38	38
145	145	867/2	867/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1215							38	38
145	145	434	434	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1216							38	38
145	145	869/2	869/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1217							38	38
145	145	433	433	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1218							38	38
146	146	435	435	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1219		articAccentAbove						
146	146	436	436	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1220								
146	146	435	435	0.0	0	0	Spanner	3/4	2	1	0												
146	146	435	435	0.0	0	0	Spanner	3/4	2	1	0											39	39
146	146	435	435	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1221							39	39
146	146	436	436	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1222							39	39
146	146	437	437	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1223							39	39
147	147	438	438	0.0	0	0	Dynamic	3/4	1	1	0					other-dynamics							
147	147	438	438	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1224		articStaccatoAbove						
147	147	1755/4	1755/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1225								
147	147	1757/4	1757/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1226								
147	147	1759/4	1759/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1227								
147	147	1761/4	1761/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1228								
147	147	1763/4	1763/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1229								
147	147	438	438	0.0	0	0	Spanner	3/4	2	1	0												
147	147	438	438	0.0	0	0	Spanner	3/4	2	1	0											40	40
147	147	438	438	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1230							40	40
147	147	877/2	877/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1231							40	40
147	147	439	439	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1232							40	40
147	147	879/2	879/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1233							40	40
147	147	440	440	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1234							40	40
147	147	881/2	881/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1235							40	40
148	148	1765/4	1765/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1236								
148	148	1767/4	1767/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1237								
148	148	1769/4	1769/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1238								
148	148	1771/4	1771/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1239								
148	148	1773/4	1773/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1240								
148	148	1775/4	1775/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1241								
148	148	441	441	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1242		articAccentAbove					40	40
148	148	883/2	883/2	0.0	1/8	1/8	Spanner	3/4	2	1	0												
148	148	883/2	883/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1243								
148	148	442	442	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1244								
148	148	885/2	885/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1245								
148	148	443	443	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1246								
148	148	887/2	887/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1247								
149	149	1777/4	1777/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1248								
149	149	1779/4	1779/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1249								
149	149	1781/4	1781/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1250								
149	149	1783/4	1783/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1251								
149	149	1785/4	1785/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1252								
149	149	1787/4	1787/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1253								
149	149	444	444	0.0	0	0	Spanner	3/4	2	1	0											41	41
149	149	444	444	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1254		articAccentBelow					41	41
149	149	889/2	889/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1255							41	41
149	149	445	445	0.0	1/4	1/4	Spanner	3/4	2	1	0												
149	149	445	445	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1256								
149	149	891/2	891/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1257								
149	149	446	446	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1258								
149	149	893/2	893/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1259								
150	150	447	447	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1260								
150	150	1789/4	1789/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1261								
150	150	895/2	895/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1262								
150	150	1791/4	1791/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1263								
150	150	448	448	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1264								
150	150	447	447	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1265		articAccentAbove		85				
150	150	449	449	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1266								
151	151	450	450	0.0	0	0	Dynamic	3/4	1	1	0					other-dynamics							
151	151	450	450	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1267								
151	151	1803/4	1803/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1268								
151	151	1805/4	1805/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1269								
151	151	1807/4	1807/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1270								
151	151	1809/4	1809/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1271								
151	151	1811/4	1811/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1272								
151	151	450	450	0.0	0	0	Spanner	3/4	2	1	0											42	42
151	151	450	450	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1273							42	42
151	151	901/2	901/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1274							42	42
151	151	451	451	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1275							42	42
151	151	903/2	903/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1276							42	42
151	151	452	452	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1277							42	42
151	151	905/2	905/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1278							42	42
152	152	1813/4	1813/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1279								
152	152	1815/4	1815/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1280								
152	152	1817/4	1817/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1281								
152	152	1819/4	1819/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1282								
152	152	1821/4	1821/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1283								
152	152	1823/4	1823/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1284								
152	152	453	453	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1285		articAccentAbove					42	42
152	152	907/2	907/2	0.0	1/8	1/8	Spanner	3/4	2	1	0												
152	152	907/2	907/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1286								
152	152	454	454	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1287								
152	152	909/2	909/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1288								
152	152	455	455	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1289								
152	152	911/2	911/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1290								
153	153	1825/4	1825/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1291								
153	153	1827/4	1827/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1292								
153	153	1829/4	1829/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1293								
153	153	1831/4	1831/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1294								
153	153	1833/4	1833/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1295								
153	153	1835/4	1835/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1296								
153	153	456	456	0.0	0	0	Spanner	3/4	2	1	0											43	43
153	153	456	456	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1297		articAccentBelow					43	43
153	153	913/2	913/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1298							43	43
153	153	457	457	0.0	1/4	1/4	Spanner	3/4	2	1	0												
153	153	457	457	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1299								
153	153	915/2	915/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1300								
