mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
142	142	935/2	935/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1621											
143	143	1873/4	1873/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1622		articAccentBelow									
143	143	1875/4	1875/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1623											
143	143	1877/4	1877/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1624											
143	143	1879/4	1879/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1625											
143	143	1881/4	1881/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1626											
143	143	1883/4	1883/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1627											
143	143	1885/4	1885/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1628											
143	143	1887/4	1887/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1629											
143	143	468	468	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1630											
143	143	937/2	937/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1631											
143	143	469	469	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1632											
143	143	939/2	939/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1633											
143	143	470	470	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1634											
143	143	941/2	941/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1635											
143	143	471	471	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1636											
143	143	943/2	943/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1637											
144	144	1889/4	1889/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1638		articAccentBelow									
144	144	1891/4	1891/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1639											
144	144	1893/4	1893/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1640											
144	144	1895/4	1895/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1641											
144	144	1897/4	1897/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1642		articAccentBelow									
144	144	1899/4	1899/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1643											
144	144	1901/4	1901/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1644											
144	144	1903/4	1903/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1645											
144	144	472	472	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1646											
144	144	945/2	945/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1647											
144	144	473	473	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1648											
144	144	947/2	947/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1649											
144	144	474	474	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1650											
144	144	949/2	949/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1651											
144	144	475	475	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1652											
144	144	951/2	951/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1653											
145	145	1905/4	1905/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1654		articAccentBelow									
145	145	1907/4	1907/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1655											
145	145	1909/4	1909/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1656											
145	145	1911/4	1911/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1657											
145	145	1913/4	1913/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1658											
145	145	1915/4	1915/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1659											
145	145	479	479	0.0	3/4	3/4	Dynamic	4/4	1	1	0					other-dynamics										
145	145	1917/4	1917/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1660											
145	145	1919/4	1919/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1661											
145	145	476	476	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1662											
145	145	953/2	953/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1663											
145	145	477	477	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1664											
145	145	955/2	955/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1665											
145	145	478	478	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1666											
145	145	957/2	957/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1667											
145	145	479	479	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1668											
145	145	959/2	959/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1669											
146	146	1921/4	1921/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1670		articAccentBelow									
146	146	1923/4	1923/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1671											
146	146	1925/4	1925/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1672											
146	146	1927/4	1927/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1673											
146	146	1929/4	1929/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1674		articAccentBelow									
146	146	1931/4	1931/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1675											
146	146	1933/4	1933/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1676											
146	146	1935/4	1935/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1677											
146	146	480	480	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1678		articAccentBelow									
146	146	481	481	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1679											
146	146	963/2	963/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1680											
146	146	482	482	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1681		articAccentAbove									
146	146	483	483	0.0	3/4	3/4	Spanner	4/4	2	1	0												99	99		
146	146	483	483	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1682								99	99		
146	146	967/2	967/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1683								99	99		
147	147	1937/4	1937/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1684		articAccentAbove									
147	147	1939/4	1939/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1685											
147	147	1941/4	1941/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1686											
147	147	1943/4	1943/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1687											
147	147	1945/4	1945/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1688		articAccentAbove									
147	147	1947/4	1947/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1689											
147	147	487	487	0.0	3/4	3/4	Dynamic	4/4	1	1	0					f										
147	147	1949/4	1949/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1690											
147	147	1951/4	1951/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1691											
147	147	484	484	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1692		articAccentBelow						99	99		
147	147	485	485	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1693								99	99		
147	147	971/2	971/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1694								99	99		
147	147	486	486	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1695		articAccentAbove						99	99		
147	147	487	487	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1696		articStaccatoAbove						99	99		
147	147	975/2	975/2	0.0	7/8	7/8	Spanner	4/4	2	1	0															
147	147	975/2	975/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1697		articStaccatoAbove									
148	148	1953/4	1953/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1698											
148	148	1955/4	1955/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1699											
148	148	1957/4	1957/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1700											
148	148	1959/4	1959/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1701											
148	148	1961/4	1961/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1702											
148	148	1963/4	1963/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1703											
148	148	1965/4	1965/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1704											
148	148	1967/4	1967/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1705											
148	148	488	488	0.0	0	0	Spanner	4/4	2	1	0												100	100		
148	148	488	488	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1706		articAccentStaccatoAbove						100	100		
148	148	977/2	977/2	0.0	1/8	1/8	Spanner	4/4	2	1	0															
148	148	977/2	977/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1707		articStaccatoAbove									
148	148	489	489	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1708		articStaccatoAbove									
148	148	979/2	979/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1709		articStaccatoAbove									
148	148	490	490	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1710		articStaccatoAbove									
148	148	981/2	981/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1711		articStaccatoAbove									
148	148	491	491	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1712		articStaccatoAbove									
148	148	983/2	983/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1713		articStaccatoAbove									
149	149	1969/4	1969/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1714											
149	149	1971/4	1971/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1715											
149	149	1973/4	1973/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1716											
149	149	1975/4	1975/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1717											
149	149	1977/4	1977/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1718											
149	149	1979/4	1979/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1719											
149	149	1981/4	1981/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1720											
149	149	1983/4	1983/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1721											
149	149	492	492	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1722		articStaccatoAbove									
149	149	985/2	985/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1723		articStaccatoAbove									
149	149	493	493	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1724		articStaccatoAbove									
149	149	987/2	987/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1725		articStaccatoAbove									
149	149	494	494	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1726		articStaccatoBelow									
149	149	989/2	989/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1727		articStaccatoBelow									
149	149	495	495	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1728		articStaccatoBelow									
149	149	991/2	991/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1729		articStaccatoBelow									
150	150	1985/4	1985/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1730											
150	150	1987/4	1987/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1731											
150	150	1989/4	1989/4	0.0	5/16	5/16	Spanner	4/4	1	1	0															5
150	150	1989/4	1989/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1732											5
150	150	1991/4	1991/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1733											5
150	150	1993/4	1993/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1734											5
150	150	1995/4	1995/4	0.0	11/16	11/16	Spanner	4/4	1	1	0															
150	150	1995/4	1995/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1735											
150	150	1997/4	1997/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1736											
150	150	1999/4	1999/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1737											
150	150	496	496	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1738		articStaccatoBelow									
150	150	993/2	993/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1739		articStaccatoBelow									
150	150	497	497	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1740		articStaccatoBelow									
150	150	995/2	995/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1741		articStaccatoBelow									
150	150	498	498	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1742		articStaccatoBelow									
150	150	997/2	997/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1743		articStaccatoBelow									
150	150	499	499	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1744		articStaccatoBelow									
150	150	999/2	999/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1745		articStaccatoBelow									
151	151	501	501	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1746											
151	151	502	502	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1747											
151	151	503	503	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1748											
151	151	500	500	4.0	0	0	Chord	4/4	1	2	1		1	1	1749		articAccentAbove									
151	151	500	500	0.0	0	0	Dynamic	4/4	2	1	0					other-dynamics										
151	151	500	500	0.0	0	0	Spanner	4/4	2	1	0												101	101		
151	151	501	501	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1750								101	101		
151	151	502	502	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1751								101	101		
151	151	503	503	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1752								101	101		
151	151	500	500	4.0	0	0	Chord	4/4	2	2	1		1	1	1753		articAccentAbove						101	101		
152	152	505	505	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1754											
152	152	506	506	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1755											
152	152	507	507	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1756											
152	152	504	504	4.0	0	0	Chord	4/4	1	2	1		1	1	1757		articAccentAbove									
152	152	504	504	0.0	0	0	Spanner	4/4	2	1	0															
152	152	504	504	0.0	0	0	Spanner	4/4	2	1	0												102	102		
152	152	505	505	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1758								102	102		
152	152	506	506	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1759								102	102		
152	152	507	507	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1760								102	102		
152	152	504	504	4.0	0	0	Chord	4/4	2	2	1		1	1	1761		articAccentAbove						102	102		
153	153	508	508	0.0	0	0	Dynamic	4/4	1	1	0					other-dynamics										
153	153	509	509	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1762											
153	153	510	510	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1763											
153	153	511	511	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1764											
153	153	508	508	4.0	0	0	Chord	4/4	1	2	1		1	1	1765		articAccentAbove									
153	153	508	508	0.0	0	0	Spanner	4/4	2	1	0															
153	153	508	508	0.0	0	0	Spanner	4/4	2	1	0												103	103		
153	153	509	509	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1766								103	103		
153	153	510	510	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1767								103	103		
153	153	511	511	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1768								103	103		
153	153	508	508	4.0	0	0	Chord	4/4	2	2	1		1	1	1769		articAccentAbove						103	103		
154	154	512	512	0.0	0	0	Tempo	4/4	1	1	0								pocorit.	120.0	1.0					
154	154	513	513	0.0	1/4	1/4	Tempo	4/4	1	1	0								115	115.0	0.0					
154	154	513	513	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1770											
154	154	514	514	0.0	1/2	1/2	Tempo	4/4	1	1	0								105	105.0	0.0					
154	154	514	514	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1771											
154	154	515	515	0.0	3/4	3/4	Tempo	4/4	1	1	0								95	95.0	0.0					
154	154	515	515	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1772											
154	154	1031/2	1031/2	0.0	7/8	7/8	Tempo	4/4	1	1	0								atempo	125.0	1.0					
154	154	1031/2	1031/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	1773											
154	154	1547/3	1547/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	1774											
154	154	3095/6	3095/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	1775											
154	154	512	512	4.0	0	0	Chord	4/4	1	2	1		1	1	1776		articAccentAbove									
154	154	512	512	0.0	0	0	Spanner	4/4	2	1	0															
154	154	512	512	0.0	0	0	Spanner	4/4	2	1	0												104	104		
154	154	513	513	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1777								104	104		
154	154	514	514	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1778								104	104		
154	154	515	515	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1779								104	104		
154	154	512	512	4.0	0	0	Chord	4/4	2	2	1		1	1	1780		articAccentAbove						104	104		
155	155	516	516	0.0	0	0	Dynamic	4/4	1	1	0					fff										
155	155	516	516	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1781		articAccentAbove					65				
155	155	1033/2	1033/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1782											
155	155	517	517	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1783											
155	155	1035/2	1035/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1784											
155	155	518	518	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1785		articAccentAbove					66				
155	155	1037/2	1037/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1786											
155	155	519	519	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1787											
155	155	1039/2	1039/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1788											
155	155	516	516	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1789											
155	155	517	517	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1790											
155	155	1035/2	1035/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1791											
155	155	518	518	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1792											
155	155	519	519	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1793											
155	155	1039/2	1039/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1794											
155	155	516	516	0.0	0	0	Spanner	4/4	2	1	0															
155	155	516	516	0.0	0	0	Spanner	4/4	2	1	0												105	105		
155	155	516	516	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1795		articAccentBelow						105	105		
155	155	2065/4	2065/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1796								105	105		
155	155	1033/2	1033/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1797								105	105		
155	155	2067/4	2067/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1798								105	105		
155	155	517	517	0.2	1/4	1/4	Chord	4/4	2	1	1/20		1/16	4/5	1799								105	105		
155	155	2586/5	2586/5	0.2	3/10	3/10	Chord	4/4	2	1	1/20		1/16	4/5	1800								105	105		
155	155	2587/5	2587/5	0.2	7/20	7/20	Chord	4/4	2	1	1/20		1/16	4/5	1801								105	105		
155	155	2588/5	2588/5	0.2	2/5	2/5	Chord	4/4	2	1	1/20		1/16	4/5	1802								105	105		
155	155	2589/5	2589/5	0.2	9/20	9/20	Chord	4/4	2	1	1/20		1/16	4/5	1803								105	105		
155	155	518	518	0.2	1/2	1/2	Chord	4/4	2	1	1/20		1/16	4/5	1804								105	105		
155	155	2591/5	2591/5	0.2	11/20	11/20	Chord	4/4	2	1	1/20		1/16	4/5	1805								105	105		
155	155	2592/5	2592/5	0.2	3/5	3/5	Chord	4/4	2	1	1/20		1/16	4/5	1806								105	105		
155	155	2593/5	2593/5	0.2	13/20	13/20	Chord	4/4	2	1	1/20		1/16	4/5	1807								105	105		
155	155	2594/5	2594/5	0.2	7/10	7/10	Chord	4/4	2	1	1/20		1/16	4/5	1808								105	105		
155	155	519	519	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1809								105	105		
156	156	520	520	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1810		articAccentStaccatoAbove									
156	156	521	521	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1811											
156	156	2087/4	2087/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1812											
156	156	522	522	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1813											
156	156	523	523	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1814											
156	156	1047/2	1047/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1815											
156	156	520	520	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1816								105	105		
156	156	1041/2	1041/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	1817								105	105		
156	156	1043/2	1043/2	1.0	3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	1818								105	105		
156	156	1045/2	1045/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1819								105	105		
157	157	524	524	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1820		articAccentAbove					67				
157	157	1049/2	1049/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1821											
157	157	525	525	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1822											
157	157	1051/2	1051/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1823											
157	157	526	526	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1824		articAccentAbove					68				
157	157	1053/2	1053/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1825											
157	157	527	527	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1826											
157	157	1055/2	1055/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1827											
157	157	524	524	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1828											
157	157	525	525	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1829											
157	157	1051/2	1051/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1830											
157	157	526	526	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1831											
157	157	527	527	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1832											
157	157	1055/2	1055/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1833											
157	157	524	524	0.0	0	0	Spanner	4/4	2	1	0															
157	157	524	524	0.0	0	0	Spanner	4/4	2	1	0												106	106		
157	157	524	524	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	1834		articAccentBelow						106	106		
157	157	3145/6	3145/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	1835								106	106		
157	157	1573/3	1573/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	1836								106	106		
157	157	1049/2	1049/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	1837								106	106		
157	157	1574/3	1574/3	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	1838								106	106		
157	157	3149/6	3149/6	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	1839								106	106		
157	157	525	525	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1840								106	106		
157	157	1051/2	1051/2	0.0	3/8	3/8	Spanner	4/4	2	1	0															
157	157	526	526	0.0	1/2	1/2	Spanner	4/4	2	1	0												107	107		
157	157	526	526	0.2	1/2	1/2	Chord	4/4	2	1	1/20		1/16	4/5	1841		articAccentBelow						107	107		
157	157	2631/5	2631/5	0.2	11/20	11/20	Chord	4/4	2	1	1/20		1/16	4/5	1842								107	107		
157	157	2632/5	2632/5	0.2	3/5	3/5	Chord	4/4	2	1	1/20		1/16	4/5	1843								107	107		
157	157	2633/5	2633/5	0.2	13/20	13/20	Chord	4/4	2	1	1/20		1/16	4/5	1844								107	107		
157	157	2634/5	2634/5	0.2	7/10	7/10	Chord	4/4	2	1	1/20		1/16	4/5	1845								107	107		
157	157	527	527	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1846								107	107		
157	157	1055/2	1055/2	0.0	7/8	7/8	Spanner	4/4	2	1	0															
158	158	528	528	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1847		articAccentStaccatoAbove									
158	158	529	529	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1848											
158	158	2119/4	2119/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1849											
158	158	530	530	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1850											
158	158	1063/2	1063/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	1851											
158	158	1595/3	1595/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	1852											
158	158	3191/6	3191/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	1853											
158	158	528	528	0.0	0	0	Spanner	4/4	2	1	0												108	108		
158	158	528	528	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1854								108	108		
158	158	1057/2	1057/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	1855								108	108		
158	158	1059/2	1059/2	1.0	3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	1856								108	108		
158	158	1061/2	1061/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1857								108	108		
159	159	532	532	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1858		articAccentAbove					69				
159	159	1065/2	1065/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1859											
159	159	533	533	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1860											
159	159	1067/2	1067/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1861											
