mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
127	127	505/2	505/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1007		articStaccatoBelow							
127	127	253	253	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1008		articStaccatoBelow							
127	127	507/2	507/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1009		articStaccatoBelow							
128	128	254	254	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1010		articStaccatoBelow							
128	128	509/2	509/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1011		articStaccatoBelow							
128	128	255	255	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1012		articStaccatoBelow							
128	128	511/2	511/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1013		articStaccatoBelow							
128	128	254	254	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1014		articStaccatoBelow							
128	128	509/2	509/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1015		articStaccatoBelow							
128	128	255	255	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1016		articStaccatoBelow							
128	128	511/2	511/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1017		articStaccatoBelow							
129	129	256	256	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1018		articStaccatoBelow							
129	129	513/2	513/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1019		articTenutoBelow							
129	129	515/2	515/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1020						86			
129	129	2061/8	2061/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1021						86			
129	129	1031/4	1031/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1022						86			
129	129	2063/8	2063/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1023						86			
129	129	256	256	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1024		articStaccatoBelow							
129	129	513/2	513/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1025		articStaccatoBelow							
129	129	257	257	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1026		articStaccatoBelow							
129	129	515/2	515/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1027		articStaccatoBelow							
130	130	258	258	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1028		articStaccatoAbove							
130	130	517/2	517/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1029		articStaccatoAbove							
130	130	259	259	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1030		articStaccatoAbove							
130	130	519/2	519/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1031		articStaccatoAbove							
130	130	258	258	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1032		articStaccatoBelow							
130	130	517/2	517/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1033		articStaccatoBelow							
130	130	259	259	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1034		articStaccatoBelow							
130	130	519/2	519/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1035		articStaccatoBelow							
131	131	260	260	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1036		articStaccatoAbove							
131	131	521/2	521/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1037		articStaccatoAbove							
131	131	261	261	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1038		articStaccatoAbove							
131	131	523/2	523/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1039		articStaccatoAbove							
131	131	260	260	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1040		articStaccatoBelow							
131	131	521/2	521/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1041		articStaccatoBelow							
131	131	261	261	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1042		articStaccatoBelow							
131	131	523/2	523/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1043		articStaccatoBelow							
132	132	262	262	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1044		articStaccatoAbove							
132	132	525/2	525/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1045		articStaccatoAbove							
132	132	263	263	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1046		articStaccatoAbove							
132	132	527/2	527/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1047		articStaccatoAbove							
132	132	262	262	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1048		articStaccatoBelow							
132	132	525/2	525/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1049		articStaccatoBelow							
132	132	263	263	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1050		articStaccatoBelow							
132	132	527/2	527/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1051		articStaccatoBelow							
133	133	264	264	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1052		articStaccatoBelow							
133	133	529/2	529/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1053		articTenutoBelow							
133	133	264	264	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1054		articStaccatoBelow							
133	133	529/2	529/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1055		articStaccatoBelow							
133	133	265	265	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1056		articStaccatoBelow							
133	133	531/2	531/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1057		articStaccatoBelow							
134	134	266	266	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1058		articAccentAbove				87			
134	134	2129/8	2129/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1059						87			
134	134	1065/4	1065/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1060						87			
134	134	2131/8	2131/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1061						87			
134	134	533/2	533/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1062		articStaccatoAbove							
134	134	267	267	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1063		articAccentAbove				88			
134	134	2137/8	2137/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1064						88			
134	134	1069/4	1069/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1065						88			
134	134	2139/8	2139/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1066						88			
134	134	535/2	535/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1067		articStaccatoAbove							
134	134	533/2	533/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1068		articStaccatoAbove							
134	134	535/2	535/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1069		articStaccatoAbove							
135	135	268	268	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1070		articAccentAbove				89			
135	135	2145/8	2145/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1071						89			
135	135	1073/4	1073/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1072						89			
135	135	2147/8	2147/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1073						89			
135	135	537/2	537/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1074		articStaccatoAbove							
135	135	269	269	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1075		articAccentAbove				90			
135	135	2153/8	2153/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1076						90			
135	135	1077/4	1077/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1077						90			
135	135	2155/8	2155/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1078						90			
135	135	539/2	539/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1079		articStaccatoAbove							
135	135	537/2	537/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1080		articStaccatoAbove							
135	135	539/2	539/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1081		articStaccatoAbove							
136	136	270	270	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1082		articAccentAbove				91			
136	136	2161/8	2161/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1083						91			
136	136	1081/4	1081/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1084						91			
136	136	2163/8	2163/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1085						91			
136	136	541/2	541/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1086		articStaccatoAbove							
136	136	271	271	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1087		articAccentBelow				92			
136	136	2169/8	2169/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1088						92			
136	136	1085/4	1085/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1089						92			
136	136	2171/8	2171/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1090						92			
136	136	543/2	543/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1091		articStaccatoBelow							
136	136	541/2	541/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1092		articStaccatoAbove							
136	136	543/2	543/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1093		articStaccatoAbove							
137	137	545/2	545/2	1.5	1/8	1/8	Chord	2/4	1	1	3/8		1/4	3/2	1094		articTenutoBelow							
137	137	547/2	547/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					other-dynamics								
137	137	272	272	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1095		articStaccatoBelow							
137	137	545/2	545/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1096		articStaccatoBelow							
137	137	273	273	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1097		articStaccatoBelow							
137	137	547/2	547/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1098		articStaccatoBelow							
138	138	274	274	0.0	0	0	Dynamic	2/4	1	1	0					pp								
138	138	274	274	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1099		articAccentAbove				93			
138	138	2193/8	2193/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1100						93			
138	138	1097/4	1097/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1101						93			
138	138	2195/8	2195/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1102						93			
138	138	549/2	549/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1103		articStaccatoAbove							
138	138	275	275	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1104		articAccentAbove				94			
138	138	2201/8	2201/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1105						94			
138	138	1101/4	1101/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1106						94			
138	138	2203/8	2203/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1107						94			
138	138	551/2	551/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1108		articStaccatoAbove							
138	138	274	274	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1109		articStaccatoBelow							
138	138	549/2	549/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1110		articStaccatoBelow							
138	138	275	275	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1111		articStaccatoBelow							
138	138	551/2	551/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1112		articStaccatoBelow							
139	139	276	276	0.0	0	0	Dynamic	2/4	1	1	0					other-dynamics								
139	139	553/2	553/2	1.5	1/8	1/8	Chord	2/4	1	1	3/8		1/4	3/2	1113		articTenutoBelow							
139	139	276	276	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1114		articStaccatoBelow							
139	139	553/2	553/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1115		articStaccatoBelow							
139	139	277	277	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1116		articStaccatoBelow							
139	139	555/2	555/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1117		articStaccatoBelow							
140	140	278	278	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1118		articAccentAbove				95			
140	140	2225/8	2225/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1119						95			
140	140	1113/4	1113/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1120						95			
140	140	2227/8	2227/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1121						95			
140	140	557/2	557/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1122		articStaccatoAbove							
140	140	279	279	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1123		articAccentAbove				96			
140	140	2233/8	2233/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1124						96			
140	140	1117/4	1117/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1125						96			
140	140	2235/8	2235/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1126						96			
140	140	559/2	559/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1127		articStaccatoAbove							
140	140	278	278	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1128		articStaccatoBelow							
140	140	557/2	557/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1129		articStaccatoBelow							
140	140	279	279	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1130		articStaccatoBelow							
140	140	559/2	559/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1131		articStaccatoBelow							
141	141	561/2	561/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1132									
141	141	281	281	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1133		articAccentAbove				97			
141	141	2249/8	2249/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1134						97			
141	141	1125/4	1125/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1135						97			
141	141	2251/8	2251/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1136						97			
141	141	563/2	563/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1137		articStaccatoAbove							
141	141	280	280	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1138		articStaccatoBelow							
141	141	561/2	561/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1139		articStaccatoBelow							
141	141	281	281	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1140		articStaccatoBelow							
141	141	563/2	563/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1141		articStaccatoBelow							
142	142	565/2	565/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1142									
142	142	283	283	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1143		articAccentAbove				98			
142	142	2265/8	2265/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1144						98			
142	142	1133/4	1133/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1145						98			
142	142	2267/8	2267/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1146						98			
142	142	567/2	567/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1147		articStaccatoAbove							
142	142	282	282	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1148		articStaccatoBelow							
142	142	565/2	565/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1149		articStaccatoBelow							
142	142	283	283	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1150		articStaccatoBelow							
142	142	567/2	567/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1151		articStaccatoBelow							
143	143	569/2	569/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1152									
143	143	285	285	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1153		articAccentAbove				99			
143	143	2281/8	2281/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1154						99			
143	143	1141/4	1141/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1155						99			
143	143	2283/8	2283/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1156						99			
143	143	571/2	571/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1157		articStaccatoAbove							
143	143	284	284	0.0	0	0	Dynamic	2/4	2	1	0					other-dynamics								
143	143	284	284	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1158		articStaccatoBelow							
143	143	569/2	569/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1159		articStaccatoBelow							
143	143	285	285	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1160		articStaccatoBelow							
143	143	571/2	571/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1161		articStaccatoBelow							
144	144	573/2	573/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1162									
144	144	287	287	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1163		articAccentAbove				100			
144	144	2297/8	2297/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1164						100			
144	144	1149/4	1149/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1165						100			
144	144	2299/8	2299/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1166						100			
144	144	575/2	575/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1167		articStaccatoAbove							
144	144	286	286	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1168		articStaccatoBelow							
144	144	573/2	573/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1169		articStaccatoBelow							
144	144	287	287	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1170		articStaccatoBelow							
144	144	575/2	575/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1171		articStaccatoBelow							
145	145	577/2	577/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1172		articStaccatoBelow							
145	145	579/2	579/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1173		articStaccatoBelow							
145	145	288	288	0.0	0	0	Dynamic	2/4	2	1	0					other-dynamics								
145	145	288	288	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1174		articStaccatoBelow							
145	145	577/2	577/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1175		articStaccatoBelow							
145	145	289	289	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1176		articStaccatoBelow							
145	145	579/2	579/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1177		articStaccatoBelow							
146	146	581/2	581/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1178		articStaccatoBelow							
146	146	583/2	583/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1179		articStaccatoBelow							
146	146	290	290	0.0	0	0	Dynamic	2/4	2	1	0					other-dynamics								
146	146	290	290	0.0	0	0	Dynamic	2/4	2	1	0					other-dynamics								
146	146	290	290	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1180		articStaccatoBelow							
146	146	581/2	581/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1181		articStaccatoBelow							
146	146	291	291	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1182		articStaccatoBelow							
146	146	583/2	583/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1183		articStaccatoBelow							
147	147	585/2	585/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1184		articStaccatoBelow							
147	147	587/2	587/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1185		articStaccatoBelow							
147	147	292	292	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1186		articStaccatoBelow							
147	147	585/2	585/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1187		articStaccatoBelow							
147	147	293	293	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1188		articStaccatoBelow							
147	147	587/2	587/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1189		articStaccatoBelow							
148	148	589/2	589/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1190		articStaccatoBelow							
148	148	591/2	591/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1191		articStaccatoBelow							
148	148	294	294	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1192		articStaccatoBelow							
148	148	589/2	589/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1193		articStaccatoBelow							
148	148	295	295	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1194		articStaccatoBelow							
148	148	591/2	591/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1195		articStaccatoBelow							
149	149	593/2	593/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1196		articStaccatoBelow							
149	149	595/2	595/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1197		articStaccatoBelow							
149	149	296	296	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1198		articStaccatoBelow							
149	149	593/2	593/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1199		articStaccatoBelow							
149	149	297	297	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1200		articStaccatoBelow							
149	149	595/2	595/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1201		articStaccatoBelow							
150	150	597/2	597/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1202		articStaccatoAbove							
150	150	599/2	599/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1203		articStaccatoAbove							
150	150	298	298	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1204		articStaccatoBelow							
150	150	597/2	597/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1205		articStaccatoBelow							
150	150	299	299	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1206		articStaccatoBelow							
150	150	599/2	599/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1207		articStaccatoBelow							
151	151	601/2	601/2	0.0	1/8	1/8	Spanner	2/4	1	1	0													6
151	151	601/2	601/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1208		articStaccatoAbove							6
151	151	603/2	603/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1209		articStaccatoAbove							6
151	151	300	300	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1210		articStaccatoBelow							
151	151	601/2	601/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1211		articStaccatoBelow							
151	151	301	301	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1212		articStaccatoBelow							
151	151	603/2	603/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1213		articStaccatoBelow							
152	152	302	302	0.0	0	0	Spanner	2/4	1	1	0													
152	152	605/2	605/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1214		articStaccatoAbove							
152	152	607/2	607/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1215		articStaccatoAbove							
152	152	302	302	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1216		articStaccatoBelow							
152	152	605/2	605/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1217		articStaccatoBelow							
152	152	303	303	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1218		articStaccatoBelow							
152	152	607/2	607/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1219		articStaccatoBelow							
153	153	304	304	0.0	0	0	Dynamic	2/4	1	1	0					ff								
153	153	304	304	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1220		articAccentBelow							
153	153	609/2	609/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1221									
153	153	305	305	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1222		articAccentBelow							
153	153	611/2	611/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1223									
154	154	615/2	615/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1224						101			
154	154	2461/8	2461/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1225						101			
154	154	1231/4	1231/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1226						101			
154	154	2463/8	2463/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1227						101			
154	154	306	306	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1228		articAccentBelow							
154	154	613/2	613/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1229									
154	154	307	307	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1230		articAccentBelow							
154	154	615/2	615/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1231									
155	155	308	308	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1232		articStaccatoAbove							
155	155	617/2	617/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1233		articStaccatoAbove							
155	155	309	309	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1234		articStaccatoAbove							
155	155	619/2	619/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1235		articStaccatoAbove							
155	155	308	308	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1236		articAccentBelow							
155	155	617/2	617/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1237									
155	155	309	309	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1238		articAccentBelow							
155	155	619/2	619/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1239									
156	156	310	310	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1240		articStaccatoAbove							
156	156	621/2	621/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1241		articStaccatoAbove							
156	156	311	311	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1242		articStaccatoAbove							
156	156	623/2	623/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1243		articStaccatoAbove							
156	156	310	310	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1244		articAccentBelow							
156	156	621/2	621/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1245									
